Name,Affiliation,Submitted,Accepted,Rejected,AvgScore,AvgAcceptedScore,FirstAuthorCount,LastAuthorCount
Chengyue Huang,Zhejiang University,1,0,1,5.0,0.0,1,0
Yadong Ding,Zhejiang University,1,0,1,5.0,0.0,0,0
Fangli Xu,Squirrel AI Learning,2,0,2,5.0,0.0,0,0
Chang Zong,Zhejiang University,2,0,2,5.0,0.0,0,0
Chilie Tan,,2,0,2,5.0,0.0,0,0
Kana Maruyama,Sony AI,1,0,1,5.0,0.0,1,0
Michael Spranger,Sony AI,1,0,1,5.0,0.0,0,1
Yao Qin,"University of California, San Diego",2,0,2,4.625,0.0,2,0
Xuezhi Wang,Google,2,0,2,4.625,0.0,0,0
Alex Beutel,Google,2,0,2,4.625,0.0,0,1
Junyoung Byun,"KAIST, Korea Advanced Institute of Science and Technology",1,0,1,5.0,0.0,1,0
Hyojun Go,,1,0,1,5.0,0.0,0,0
Changick Kim,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,0,1
Xinrong Hu,University of Notre Dame,1,0,1,5.0,0.0,1,0
long wen,GuangDong Cardiovascular Institute,1,0,1,5.0,0.0,0,0
shushui wang,,1,0,1,5.0,0.0,0,0
Dongpo Liang,,1,0,1,5.0,0.0,0,0
Jian Zhuang,Guangdong Provincal People's Hospital,1,0,1,5.0,0.0,0,0
Kede Ma,City University of Hong Kong,1,0,1,5.0,0.0,0,1
Joseph Pemberton,,1,0,1,5.0,0.0,1,0
Ellen Boven,,1,0,1,5.0,0.0,0,0
Richard Apps,,1,0,1,5.0,0.0,0,0
Vincent Liu,University of Alberta,1,0,1,5.0,0.0,1,0
Adam M White,University of Alberta,1,0,1,5.0,0.0,0,0
Laëtitia Shao,Google,2,0,2,4.835,0.0,2,0
Mohammad Babaeizadeh,Google Brain,1,0,1,5.0,0.0,1,0
Mohammad Taghi Saffar,Google,1,0,1,5.0,0.0,0,0
Dumitru Erhan,Google,1,0,1,5.0,0.0,0,0
Harini Kannan,,1,0,1,5.0,0.0,0,0
Hui Qu,Rutgers University,1,0,1,5.0,0.0,0,0
Huidong Liu,"State University of New York, Stony Brook",1,0,1,5.0,0.0,0,0
Qi Chang,Rutgers University,1,0,1,5.0,0.0,0,0
Lluis Castrejon,Facebook,2,0,2,4.75,0.0,1,0
Chao Ma,Princeton University,1,0,1,5.0,0.0,1,0
Lei Wu,Princeton University,1,0,1,5.0,0.0,0,0
Yanqi Zhou,Google Brain,1,0,1,5.0,0.0,1,0
Ethan Zhu,"University of California, Santa Cruz",1,0,1,5.0,0.0,0,0
Amir Yazdanbakhsh,Georgia Institute of Technology,1,0,1,5.0,0.0,0,0
Berkin Akin,Google,1,0,1,5.0,0.0,0,0
James Laudon,Stanford University,1,0,1,5.0,0.0,0,1
Iou-Jen Liu,"University of Illinois, Urbana Champaign",1,0,1,5.0,0.0,1,0
Yuanyi Zhong,"University of Illinois, Urbana Champaign",1,0,1,5.0,0.0,1,0
Yuan Zhou,Indiana University,1,0,1,5.0,0.0,0,0
Chen Chen,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",1,0,1,5.0,0.0,0,0
Daniel Graves,Huawei Technologies Ltd.,1,0,1,5.0,0.0,0,0
Yaodong Yang,Huawei Technologies Ltd.,1,0,1,5.0,0.0,0,1
Linlin Liu,Nanyang Technological University,1,0,1,5.0,0.0,1,0
Thien Hai Nguyen,Alibaba Group,1,0,1,5.0,0.0,0,0
Lidong Bing,Alibaba Group,1,0,1,5.0,0.0,0,0
Luo Si,,1,0,1,5.0,0.0,0,1
Samuel Bald,"The Graduate Center, CUNY",1,0,1,5.0,0.0,0,0
wenjia Zhang,Rutgers University,1,0,1,5.0,0.0,0,0
Vamsi Pritham Pingali,,1,0,1,5.0,0.0,0,0
Dae-Woong Jeong,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,1,0
Kiyoung Kim,Seoul National University,1,0,1,5.0,0.0,0,0
Changyoung Park,,1,0,1,5.0,0.0,0,0
Sehui Han,,1,0,1,5.0,0.0,0,0
Woohyung Lim,Seoul National University,1,0,1,5.0,0.0,0,1
Yuhao Zhang,Stanford University,1,0,1,5.0,0.0,1,0
Hang Jiang,Stanford University,1,0,1,5.0,0.0,0,0
Yasuhide Miura,Stanford University,1,0,1,5.0,0.0,0,0
Christopher D Manning,"Computer Science Department, Stanford University",1,0,1,5.0,0.0,0,0
Wenjie Li,Purdue University,1,0,1,5.0,0.0,1,0
Guang Cheng,Purdue University,1,0,1,5.0,0.0,0,1
Rohan Ghosh,National University of Singapore,1,0,1,5.0,0.0,1,0
Mouhacine Benosman,Mitsubishi Electric Research Labs,1,0,1,5.0,0.0,1,0
Orlando Romero,,1,0,1,5.0,0.0,0,0
Anoop Cherian,Australian National University,1,0,1,5.0,0.0,0,1
Xin Liu,"Department of Computer Science, University of Washington",1,0,1,5.0,0.0,1,0
Ziheng Jiang,"University of Washington, Seattle",2,0,2,4.835,0.0,1,0
Joshua Wolff Fromm,OctoML,2,0,2,4.625,0.0,0,1
Xuhai Xu,"University of Washington, Seattle",1,0,1,5.0,0.0,0,0
Shwetak Patel,University of Washington,1,0,1,5.0,0.0,0,0
Artur Souza,Universidade Federal de Minas Gerais,1,0,1,5.0,0.0,1,0
Luigi Nardi,Lund University / Lund Institute of Technology,1,0,1,5.0,0.0,0,0
Leonardo Oliveira,"Universidade Federal de Minas Gerais, Universidade Federal de Minas Gerais",1,0,1,5.0,0.0,0,0
Kunle Olukotun,Stanford University,1,0,1,5.0,0.0,0,0
Woochul Kang,"Incheon National University, South Korea",1,0,1,5.0,0.0,1,0
Daeyeon Kim,,1,0,1,5.0,0.0,0,1
Matthew James Vowels,University of Surrey,1,0,1,5.0,0.0,1,0
Necati Cihan Camgoz,University of Surrey,1,0,1,5.0,0.0,0,0
Richard Bowden,University of Surrey,1,0,1,5.0,0.0,0,1
Dachao Lin,Peking University,1,0,1,5.0,0.0,1,0
Zhihua Zhang,Shanghai Jiao Tong University,2,0,2,4.75,0.0,0,2
Sara Hooker,Google Brain,2,0,2,4.75,0.0,0,1
Stefan Horoi,University of Montreal,1,0,1,5.0,0.0,1,0
Jessie Huang,Yale University,1,0,1,5.0,0.0,0,0
YANGSIBO HUANG,Princeton University,2,0,2,4.375,0.0,1,0
Kai Li,,2,0,2,4.375,0.0,0,2
Anna-Kathrin Kopetzki,"Department of Informatics, Technical University Munich",1,0,1,5.0,0.0,1,0
Bertrand Charpentier,Technical University Munich,1,0,1,5.0,0.0,0,0
Sandhya Giri,Technical University Munich,1,0,1,5.0,0.0,0,0
Nikhil Mehta,Duke University,1,0,1,5.0,0.0,0,0
Mostafa El-Khamy,,1,0,1,5.0,0.0,0,0
Neha Prasad,Massachusetts Institute of Technology,1,0,1,5.0,0.0,0,0
Zhezheng Luo,Massachusetts Institute of Technology,1,0,1,5.0,0.0,0,0
Ben Lengerich,Carnegie Mellon University,1,0,1,5.0,0.0,1,0
Rich Caruana,,1,0,1,5.0,0.0,0,1
Junchi Yu,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",1,1,0,5.0,5.0,1,0
Tingyang Xu,Tencent AI Lab,1,1,0,5.0,5.0,0,0
Yu Rong,Tencent AI Lab,1,1,0,5.0,5.0,0,0
Yatao Bian,Tencent AI Lab,1,1,0,5.0,5.0,0,0
Junzhou Huang,"University of Texas, Arlington",1,1,0,5.0,5.0,0,0
Ran He,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",1,1,0,5.0,5.0,0,1
Andrew Campbell,University of Cambridge,1,0,1,5.0,0.0,1,0
Wenlong Chen,University of Cambridge,1,0,1,5.0,0.0,0,0
Vincent Stimper,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",1,0,1,5.0,0.0,0,0
Yichuan Zhang,University of Cambridge,1,0,1,5.0,0.0,0,1
Liqun Chen,Duke University,1,0,1,5.0,0.0,1,0
Yizhe Zhang,Microsoft,1,0,1,5.0,0.0,0,0
Dianqi Li,"University of Washington, Seattle",1,0,1,5.0,0.0,0,0
Chenyang Tao,Duke University,1,0,1,5.0,0.0,0,0
Dong Wang,Duke University,1,0,1,5.0,0.0,0,0
Ido Ben-Shaul,DeePathology,1,0,1,5.0,0.0,1,0
Leah Bar,Tel Aviv University,1,0,1,5.0,0.0,0,0
Nir Sochen,,1,0,1,5.0,0.0,0,1
Hengyuan Hu,Carnegie Mellon University,1,0,1,5.0,0.0,1,0
Chen Wang,Carnegie Mellon University,1,0,1,5.0,0.0,1,0
Yuheng Qiu,Carnegie Mellon University,1,0,1,5.0,0.0,0,0
Sebastian Scherer,,1,0,1,5.0,0.0,0,1
Myungsik Cho,,1,0,1,5.0,0.0,0,0
Ruohua Shi,Peking University,1,0,1,5.0,0.0,1,0
Wenyao Wang,Peking University,1,0,1,5.0,0.0,0,0
Zhixuan Li,Peking University,1,0,1,5.0,0.0,0,0
Liuyuan He,"Peking University, Tsinghua University",1,0,1,5.0,0.0,0,0
Kaiwen Sheng,Peking University,1,0,1,5.0,0.0,0,0
Lei Ma,Peking University,1,0,1,5.0,0.0,0,0
Kai Du,,1,0,1,5.0,0.0,0,0
Tingting Jiang,Peking University,1,0,1,5.0,0.0,0,0
Tiejun Huang,Peking University,3,0,3,4.556666666666667,0.0,0,1
David Bertoin,Institut Supérieur de l'Aéronautique et de l'Espace,1,0,1,5.0,0.0,1,0
Emmanuel Rachelson,Institut Supérieur de l'Aéronautique et de l'Espace,1,0,1,5.0,0.0,0,1
Xiaoqiang Wang,"Xi'an Jiaotong University,",1,0,1,5.0,0.0,1,0
Yali Du,University College London,2,0,2,4.665,0.0,1,0
Liangjun Ke,,1,0,1,5.0,0.0,0,0
Christoffer Löffler,Friedrich-Alexander Universität Erlangen-Nürnberg,1,0,1,5.0,0.0,1,0
Christopher Mutschler,Fraunhofer IIS,1,0,1,5.0,0.0,0,1
Janice Lan,Facebook,1,0,1,5.0,0.0,1,0
Randy Ardywibowo,Texas A&M,1,0,1,5.0,0.0,1,0
Shahin Boluki,Texas A&M University,1,0,1,5.0,0.0,0,0
Bobak J Mortazavi,Texas A&M Engineering Experiment Station,1,0,1,5.0,0.0,0,0
Shuai Huang,,1,0,1,5.0,0.0,0,0
Diego Granziol,University of Oxford,2,0,2,4.665,0.0,2,0
Timur Garipov,Massachusetts Institute of Technology,1,0,1,5.0,0.0,0,1
Wei Yu,"Department of Computer Science, University of Toronto",1,0,1,5.0,0.0,1,0
Wenxin Chen,Toronto University,1,0,1,5.0,0.0,0,0
Luca Grementieri,Ecole Normale Superieure,1,0,1,5.0,0.0,1,0
Rita Fioresi,University of Bologna,1,0,1,5.0,0.0,0,1
Cameron Ethan Taylor,Georgia Institute of Technology,1,0,1,5.0,0.0,0,0
Seth Baer,,1,0,1,5.0,0.0,0,0
Constantine Dovrolis,Georgia Institute of Technology,1,0,1,5.0,0.0,0,1
Jia Li,The Chinese University of Hong Kong,1,0,1,5.0,0.0,1,0
Jianwei Yu,The Chinese University of Hong Kong,1,0,1,5.0,0.0,0,0
HAN Zhichao,Swiss Federal Institute of Technology,1,0,1,5.0,0.0,0,0
Arjun Gopalan,,1,0,1,5.0,0.0,0,0
Hong Cheng,,1,0,1,5.0,0.0,0,0
Andrew Tomkins,Google,1,0,1,5.0,0.0,0,1
Weidong Shi,Northestern University of China,1,0,1,5.0,0.0,1,0
Guanghui Ren,University of Chinese Academy of Sciences,1,0,1,5.0,0.0,0,0
Yunpeng Chen,YiTu Technology co. ltd,1,0,1,5.0,0.0,0,0
Shuicheng Yan,National University of Singapore,1,0,1,5.0,0.0,0,1
Johannes Lederer,Ruhr-Universtät Bochum,3,0,3,4.866666666666666,0.0,2,1
Shangqian Gao,University of Pittsburgh,2,0,2,5.0,0.0,1,0
Feihu Huang,University of Pittsburgh,2,0,2,5.0,0.0,1,0
Heng Huang,University of Pittsburgh,4,0,4,4.6875,0.0,0,4
Alexander Quinn Nichol,OpenAI,1,0,1,5.0,0.0,1,0
Prafulla Dhariwal,OpenAI,1,0,1,5.0,0.0,0,1
Yong Huang,Cornell University,1,0,1,5.0,0.0,1,0
Edgar Mariano Marroquin,"Department of Computer Science, Cornell University",1,0,1,5.0,0.0,0,0
Volodymyr Kuleshov,,1,0,1,5.0,0.0,0,1
David Ding,DeepMind,1,0,1,5.0,0.0,1,0
Xuhui Jia,The University of Hong Kong,2,0,2,4.75,0.0,1,0
Kai Han,University of Bristol,1,0,1,5.0,0.0,0,0
Bradley Green,Google Research,1,0,1,5.0,0.0,0,1
Linxi Jiang,Fudan University,1,0,1,5.0,0.0,1,0
Zejia Weng,,1,0,1,5.0,0.0,0,0
Shruti Joshi,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",1,0,1,5.0,0.0,0,0
Mohamed Hebiri,,1,0,1,5.0,0.0,1,0
Thomas Willkens,Brandeis University,1,0,1,5.0,0.0,1,0
Jordan Pollack,Brandeis University,1,0,1,5.0,0.0,0,1
Mohammad Samragh,"University of California, San Diego",1,0,1,5.0,0.0,1,0
Kambiz Azarian,QualComm,1,0,1,5.0,0.0,0,0
Juinn-Dar Huang,National Chiao Tung University,1,0,1,5.0,0.0,1,0
Cheng-Wei Huang,National Chiao Tung University,1,0,1,5.0,0.0,0,0
Tim-Wei Chen,National Chiao Tung University,1,0,1,5.0,0.0,0,1
Joachim Sicking,Fraunhofer IAIS,1,0,1,5.0,0.0,1,0
Maram Akila,,1,0,1,5.0,0.0,0,0
Maximilian Alexander Pintz,,1,0,1,5.0,0.0,0,0
Tim Wirtz,Phyisk,1,0,1,5.0,0.0,0,0
Asja Fischer,Ruhr-University Bochum,2,0,2,4.75,0.0,0,1
Stefan Wrobel,,1,0,1,5.0,0.0,0,1
Yilun Jin,The Hong Kong University of Science and Technology,1,0,1,5.0,0.0,1,0
Lixin Fan,WeBank,1,0,1,5.0,0.0,0,0
Kam Woh Ng,WeBank AI Lab,1,0,1,5.0,0.0,0,0
Ce Ju,"WeBank Co., Ltd. AI Department",2,0,2,3.9,0.0,1,0
Qiang Yang,Department of Computer Science and Engineering,1,0,1,5.0,0.0,0,1
Luca Celotti,Université de Sherbrooke,1,0,1,5.0,0.0,1,0
Simon Brodeur,Université de Sherbrooke,1,0,1,5.0,0.0,0,0
Jean Rouat,Université de Sherbrooke,1,0,1,5.0,0.0,0,1
Yingjie Fei,Cornell University,1,0,1,5.0,0.0,1,0
Kaicheng Yu,Swiss Federal Institute of Technology Lausanne,1,0,1,5.0,0.0,1,0
Rene Ranftl,Intel,1,0,1,5.0,0.0,0,0
Mathieu Salzmann,Swiss Federal Institute of Technology Lausanne,1,0,1,5.0,0.0,0,1
Geon Yeong Park,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,1,0
Sang wan Lee,,1,0,1,5.0,0.0,0,1
Eugene Golikov,Moscow Institute of Physics and Technology,1,0,1,5.0,0.0,1,0
Nihal Nayak,Brown University,1,0,1,5.0,0.0,1,0
Stephen Bach,"Computer Science Department, Brown University",1,0,1,5.0,0.0,0,1
Song Xu,,1,0,1,5.0,0.0,1,0
Haoran Li,JD AI Research,1,0,1,5.0,0.0,0,0
Peng Yuan,,1,0,1,5.0,0.0,0,0
Yujia Wang,,1,0,1,5.0,0.0,0,0
Youzheng Wu,JD AI Research,1,0,1,5.0,0.0,0,0
Xiaodong He,Microsoft,1,0,1,5.0,0.0,0,0
Ying Liu,,1,0,1,5.0,0.0,0,0
Bowen Zhou,,1,0,1,5.0,0.0,0,1
Ahmad Berjaoui,CentraleSupelec,1,0,1,5.0,0.0,1,0
Wengong Jin,Massachusetts Institute of Technology,1,0,1,5.0,0.0,1,0
Niklas Böhm,University of Tuebingen,1,0,1,5.0,0.0,1,0
Philipp Berens,University of Tuebingen,1,0,1,5.0,0.0,0,0
Dmitry Kobak,University of Tuebingen,1,0,1,5.0,0.0,0,1
Joseph Mellor,University of Edinburgh,1,0,1,5.0,0.0,1,0
Jack Turner,University of Edinburgh,1,0,1,5.0,0.0,0,0
Elliot J. Crowley,University of Edinburgh,1,0,1,5.0,0.0,0,1
Hayeon Lee,Korea Advanced Institute of Science and Technology,1,1,0,5.0,5.0,1,0
Eunyoung Hyung,Korea Advanced Institute of Science and Technology,1,1,0,5.0,5.0,0,0
Zhixian Chen,The Hong Kong University of Science and Technology,2,0,2,4.875,0.0,2,0
Zhihua Jin,The Hong Kong University of Science and Technology,1,0,1,5.0,0.0,0,0
Yangqiu Song,The Hong Kong University of Science and Technology,2,0,2,4.875,0.0,0,0
Yang Wang,,2,0,2,4.875,0.0,0,2
Seong Jin Cho,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,1,0
Gwangsu Kim,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,0,0
Chang D. Yoo,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,0,1
Hao Sun,The Chinese University of Hong Kong,1,0,1,5.0,0.0,1,0
Zhenghao Peng,Chinese University of Hong Kong,1,0,1,5.0,0.0,0,0
Jian Guo,,1,0,1,5.0,0.0,0,0
Dahua Lin,Toyota Technnological Institute,1,0,1,5.0,0.0,0,0
Bolei Zhou,The Chinese University of Hong Kong,1,0,1,5.0,0.0,0,1
Hyung-Kwon Ko,Seoul National University,1,0,1,5.0,0.0,1,0
Jaemin Jo,Sungkyunkwan University,1,0,1,5.0,0.0,0,0
Yung-Kyun Noh,Hanyang University,2,0,2,4.75,0.0,0,0
Jinwook Seo,George Washington University,1,0,1,5.0,0.0,0,1
Haotian Ye,Peking University,1,0,1,5.0,0.0,1,0
Yujing Wang,Peking University,1,0,1,5.0,0.0,1,0
Yaming Yang,Peking University,1,0,1,5.0,0.0,0,0
Jiangang Bai,,1,0,1,5.0,0.0,0,0
Mingliang Zhang,,1,0,1,5.0,0.0,0,0
Jing Bai,"University of Montreal, University of Montreal",1,0,1,5.0,0.0,0,0
Jing Yu,,1,0,1,5.0,0.0,0,0
Ce Zhang,Swiss Federal Institute of Technology,2,0,2,4.75,0.0,0,0
Yunhai Tong,Peking University,1,0,1,5.0,0.0,0,1
Zhijie Lin,Zhejiang University,2,0,2,4.625,0.0,1,0
Gadi Naveh,Hebrew University of Jerusalem,1,0,1,5.0,0.0,1,0
Oded Ben-David,Hebrew University of Jerusalem,1,0,1,5.0,0.0,0,0
Haim Sompolinsky,,1,0,1,5.0,0.0,0,0
Zohar Ringel,"Hebrew University of Jerusalem, Technion",1,0,1,5.0,0.0,0,1
David Tran,University of California Berkeley,1,0,1,5.0,0.0,1,0
Alexander V Valtchanov,Princeton University,1,0,1,5.0,0.0,0,0
Keshav R Ganapathy,,1,0,1,5.0,0.0,0,0
Raymond Feng,Harvard University,1,0,1,5.0,0.0,0,0
Eric Victor Slud,,1,0,1,5.0,0.0,0,0
Hannes De Meulemeester,KU Leuven,1,0,1,5.0,0.0,1,0
Joachim Schreurs,KU Leuven,1,0,1,5.0,0.0,0,0
Michaël Fanuel,KU Leuven,1,0,1,5.0,0.0,0,0
Bart De Moor,,1,0,1,5.0,0.0,0,0
Johan Suykens,KU Leuven,1,0,1,5.0,0.0,0,1
Antoine Grosnit,Ecole Normale Superieure,1,0,1,5.0,0.0,1,0
Berry Weinstein,interdisciplinary center herzliya,1,0,1,5.0,0.0,0,0
Torsten Hoefler,,1,0,1,5.0,0.0,0,0
Yao Lu,Australian National University,1,0,1,5.0,0.0,1,0
Thomas Gebhart,"University of Minnesota, Minneapolis",1,0,1,5.0,0.0,1,0
Udit Saxena,"University of Massachusetts, Amherst",1,0,1,5.0,0.0,0,0
Paul R. Schrater,University of Minnesota - Twin Cities,1,0,1,5.0,0.0,0,1
Zheng Yu,Princeton University,1,0,1,5.0,0.0,0,1
Jongjin Park,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,1,0
Sukmin Yun,Korea Advanced Institute of Science and Technology,1,0,1,5.0,0.0,0,0
Chen Dan,Carnegie Mellon University,1,0,1,5.0,0.0,0,0
Bryon Aragam,University of Chicago,1,0,1,5.0,0.0,0,0
Bo Wu,MIT-IBM Watson AI Lab,1,0,1,5.0,0.0,1,0
Haoyu Qin,Columbia University,1,0,1,5.0,0.0,0,0
Alireza Zareian,Columbia University,1,0,1,5.0,0.0,0,0
Shih-Fu Chang,Columbia University,1,0,1,5.0,0.0,0,1
Zhiyan Ding,"University of Wisconsin, Madison",1,0,1,5.0,0.0,1,0
Qin Li,"University of Wisconsin, Madison",1,0,1,5.0,0.0,0,0
Stephen Wright,University of Wisconsin-Madison,1,0,1,5.0,0.0,0,1
Koustuv Sinha,McGill University,3,0,3,4.306666666666667,0.0,1,1
Junjie Yang,Shanghai Jiao Tong University,1,0,1,5.0,0.0,1,0
Xuanchi Ren,Hong Kong University of Science and Technology,1,0,1,5.0,0.0,1,0
Tao Yang,Xi'an Jiaotong University,1,0,1,5.0,0.0,0,0
Wenjun Zeng,Microsoft,1,0,1,5.0,0.0,0,0
Yuwang Wang,Microsoft,1,0,1,5.0,0.0,0,1
Nanxiang Li,Bosch,1,0,1,5.0,0.0,1,0
Shabnam Ghaffarzadegan,"University of Texas, Dallas",1,0,1,5.0,0.0,0,0
Liu Ren,Bosch Research,1,0,1,5.0,0.0,0,1
Ryoya Ogishima,The University of Tokyo,1,0,1,5.0,0.0,1,0
Izumi Karino,,1,0,1,5.0,0.0,0,0
Yasuo Kuniyoshi,,1,0,1,5.0,0.0,0,1
Ashvin Nair,University of California Berkeley,1,0,1,5.0,0.0,1,0
Murtaza Dalal,Carnegie Mellon University,1,0,1,5.0,0.0,0,0
Dong Chen,Zhejiang University,1,0,1,5.0,0.0,1,0
Juncheng Li,,1,0,1,5.0,0.0,0,0
Shengxin Qian,Duke University,1,0,1,5.0,0.0,1,0
Xiang Deng,"State University of New York, Binghamton",1,0,1,5.0,0.0,1,0
Zhongfei Zhang,"State University of New York, Binghamton",1,0,1,5.0,0.0,0,1
Binger Chen,TU Berlin,1,0,1,5.0,0.0,1,0
Ziawasch Abedjan,Hasso Plattner Institute,1,0,1,5.0,0.0,0,1
Atish Agarwala,Google,1,0,1,5.0,0.0,1,0
Yue Yang,Northeastern University,1,0,1,5.0,0.0,1,0
Pengtao Xie,"University of California, San Diego",1,0,1,5.0,0.0,0,1
Vassilis N. Ioannidis,"University of Minnesota, Minneapolis",1,0,1,5.0,0.0,1,0
Da Zheng,,1,0,1,5.0,0.0,0,0
George Karypis,University of Minnesota-Twin Cities,1,0,1,5.0,0.0,0,1
Kei Nakagawa,The University of Tsukuba,1,0,1,5.0,0.0,0,1
Loek Tonnaer,Eindhoven University of Technology,1,0,1,5.0,0.0,1,0
Luis Armando Pérez Rey,Eindhoven University of Technology,2,0,2,4.0,0.0,1,0
Vlado Menkovski,Eindhoven University of Technology,1,0,1,5.0,0.0,0,0
Mike Holenderski,Eindhoven University of Technology,2,0,2,4.0,0.0,0,0
Jacobus W. Portegies,,1,0,1,5.0,0.0,0,1
Xiang Wang,Duke University,1,0,1,5.0,0.0,1,0
Shuai Yuan,"Department of Computer Science, Duke University",1,0,1,5.0,0.0,0,0
Chenwei Wu,Duke University,2,0,2,4.875,0.0,0,0
Rong Ge,Duke University,2,0,2,4.875,0.0,0,2
Alexis Galland,INRIA,2,0,2,4.375,0.0,2,0
Xiaojun Ma,,1,0,1,5.0,0.0,1,0
Lingjun Xu,,1,0,1,5.0,0.0,0,0
Yi Li,Peking University,1,0,1,5.0,0.0,0,0
Tiehang Duan,Facebook,1,0,1,5.0,0.0,0,0
Donglin Zhan,"State University of New York, Buffalo",1,0,1,5.0,0.0,0,0
Vishesh Agarwal,"Indian Institute of Technology Kharagpur, Dhirubhai Ambani Institute Of Information and Communication Technology",1,0,1,5.0,0.0,1,0
Somak Aditya,Microsoft,1,0,1,5.0,0.0,0,0
Navin Goyal,Microsoft,2,0,2,4.875,0.0,0,2
SEYED SAEED CHANGIZ REZAEI,Huawei Technologies Ltd.,1,0,1,5.0,0.0,1,0
Fred X. Han,Huawei Technologies Ltd.,1,0,1,5.0,0.0,0,0
Di Niu,,1,0,1,5.0,0.0,0,0
Mohammad Salameh,Huawei Technologies Ltd.,1,0,1,5.0,0.0,0,0
Keith G Mills,University of Alberta,1,0,1,5.0,0.0,0,0
Shangling Jui,,1,0,1,5.0,0.0,0,1
Haruo Hosoya,ATR,1,0,1,5.0,0.0,1,0
Masahiro Nomura,"CyberAgent, Inc.",1,0,1,5.0,0.0,1,0
Yuta Saito,Tokyo Institute of Technology,1,0,1,5.0,0.0,0,1
Lennart Alexander Van der Goten,"KTH Royal Institute of Technology, Stockholm, Sweden",1,0,1,5.0,0.0,1,0
Tobias Hepp,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",1,0,1,5.0,0.0,0,0
Zeynep Akata,University of Tübingen,1,0,1,5.0,0.0,0,0
Kevin Smith,KTH Royal Institute of Technology,1,0,1,5.0,0.0,0,1
Brandon Araki,Massachusetts Institute of Technology,1,0,1,5.0,0.0,1,0
Xiao Li,Massachusetts Institute of Technology,1,0,1,5.0,0.0,0,0
Kiran Vodrahalli,Columbia University,1,0,1,5.0,0.0,0,0
Jonathan DeCastro,Cornell University,1,0,1,5.0,0.0,0,0
J Micah Fry,,1,0,1,5.0,0.0,0,0
Utkarsh Nath,New York University,1,0,1,4.8,0.0,1,0
Shrinu Kushagra,University of Waterloo,1,0,1,4.8,0.0,0,1
Duo Wang,University of Cambridge,1,0,1,4.8,0.0,1,0
Mateja Jamnik,University of Cambridge,1,0,1,4.8,0.0,0,0
Manli Shu,"University of Maryland, College Park",2,0,2,4.65,0.0,1,0
Xinsong Zhang,Bytedance AI Lab,1,0,1,4.8,0.0,1,0
Hang Li,The University of Tokyo,1,0,1,4.8,0.0,0,1
Kaichen Zhou,"Department of Computer Science, University of Oxford",1,0,1,4.75,0.0,1,0
Lanqing HONG,Huawei Technologies Ltd.,1,0,1,4.75,0.0,0,0
Fengwei Zhou,Huawei Technologies Ltd.,1,0,1,4.75,0.0,0,0
Trigoni Niki,,1,0,1,4.75,0.0,0,0
Shixiang Wan,Didi Research,1,0,1,4.75,0.0,1,0
Shikai Luo,North Carolina State University,1,0,1,4.75,0.0,0,0
Markus Kunesch,,1,0,1,4.75,0.0,0,0
John Mansir,,1,0,1,4.75,0.0,0,0
Maggie Makar,Google,1,0,1,4.75,0.0,1,0
Lauren West,,1,0,1,4.75,0.0,0,0
David Hooper,,1,0,1,4.75,0.0,0,0
Eric Horvitz,Microsoft,1,0,1,4.75,0.0,0,0
Erica Shenoy,,1,0,1,4.75,0.0,0,0
John Guttag,Massachusetts Institute of Technology,1,0,1,4.75,0.0,0,1
Iulia Maria Comsa,Google Research,1,0,1,4.75,0.0,0,0
Krzysztof Potempa,,1,0,1,4.75,0.0,0,0
Moritz Firsching,Google Research,1,0,1,4.75,0.0,0,0
Luca Versari,University of Pisa,1,0,1,4.75,0.0,0,0
Jyrki Alakuijala,Google,1,0,1,4.75,0.0,0,1
Shusheng Xu,"IIIS, Tsinghua University",1,0,1,4.75,0.0,1,0
Lopamudra Mukherjee,University of Wisconsin-Whitewater,1,0,1,4.75,0.0,0,0
Sathya N. Ravi,"University of Illinois, Chicago",2,0,2,4.75,0.0,0,1
Anurag Koul,Oregon State University,1,0,1,4.75,0.0,1,0
Varun Kumar Vijay,Intel,1,0,1,4.75,0.0,0,0
Xueqing Wu,University of Science and Technology of China,1,0,1,4.75,0.0,1,0
Weiqing Liu,Microsoft,1,0,1,4.75,0.0,0,0
Frederik Benzing,Swiss Federal Institute of Technology,1,0,1,4.75,0.0,1,0
Chase John Gaudet,University of Louisiana at Lafayette,1,0,1,4.75,0.0,1,0
Anthony S. Maida,University of Louisiana - Lafayette,1,0,1,4.75,0.0,0,1
Walter Talbott,Apple,1,0,1,4.75,0.0,0,0
